partida_id,clube,atleta,minuto,tipo_de_gol
6971,Sao Paulo,Vitor Bueno,90,gol normal
6971,Sao Paulo,Luciano da Rocha Neves,54,gol normal
6971,Sao Paulo,Brenner,50,gol normal
6972,Vasco,Germán Cano,7,gol normal
6973,Gremio,Isaque Elias,41,gol normal
6973,Atletico-GO,Edson Felipe da Cruz,11,gol normal
6974,Sport,Leandro Barcia Montero,60,gol normal
6974,Sport,Marquinhos,76,gol normal
6974,Goias,Elton Rodrigues Brandão,68,Gol Contra
6975,Atletico-MG,Eduardo Sasha,33,gol normal
6976,Botafogo-RJ,Victor Luis,80,Penalty
6976,Athletico-PR,Ravanelli Ferreira dos Santos,88,gol normal
6977,Fortaleza,Wellington Paulista,54,Penalty
6978,Goias,Ignacio Jara,81,gol normal
6978,Coritiba,Sabino,90,Penalty
6978,Coritiba,William Matheus,37,gol normal
6978,Goias,Sabino,83,Gol Contra
6978,Goias,Rafael Moura,45,Penalty
6978,Coritiba,Robson Fernandes,13,gol normal
6979,Bragantino,Raul,53,gol normal
6979,Sao Paulo,Luciano da Rocha Neves,78,gol normal
6980,Flamengo,Gabriel Barbosa,34,gol normal
6980,Flamengo,Filipe Luís,8,gol normal
6980,Fluminense,Rodrigo Junior Paula Silva,90,gol normal
6981,Santos,Arthur Gomes,22,gol normal
6981,Santos,Mário Sérgio Santos Costa,90,Penalty
6981,Atletico-MG,Alan Steven Franco Palma,35,gol normal
6981,Santos,Mário Sérgio Santos Costa,39,gol normal
6983,Palmeiras,Gabriel Veron,65,gol normal
6983,Palmeiras,Luiz Adriano,43,Penalty
6982,Internacional,Thiago Galhardo,76,gol normal
6982,Internacional,Thiago Galhardo,44,gol normal
6984,Gremio,Darlan Mendes,54,gol normal
6984,Gremio,Alisson Euler de Freitas Castro,25,gol normal
6985,Vasco,Germán Cano,61,gol normal
6985,Atletico-GO,Renato Kayzer,74,gol normal
6985,Atletico-GO,Renato Kayzer,63,gol normal
6986,Athletico-PR,Fabinho,12,gol normal
6987,Santos,Madson,30,gol normal
6987,Sao Paulo,Gabriel Sara,38,gol normal
6987,Sao Paulo,Gabriel Sara,8,gol normal
6987,Santos,Mário Sérgio Santos Costa,74,gol normal
6988,Fluminense,Nenê,8,gol normal
6988,Fluminense,Nenê,88,Penalty
6988,Corinthians,Mateus Vital,90,gol normal
6989,Gremio,Diego Souza,52,Penalty
6989,Fortaleza,Osvaldo Filho,17,gol normal
6990,Atletico-MG,Jefferson Savarino,87,gol normal
6990,Atletico-MG,Réver,29,gol normal
6990,Bragantino,Alerrandro Barra Mansa Realino de Souza,49,gol normal
6991,Atletico-GO,Jean Paulo Fernandes Filho,40,gol normal
6992,Ceara,Charles Rigon Matos,56,gol normal
6992,Ceara,Luiz Otávio,50,gol normal
6993,Goias,Vinícius Lopes,45,gol normal
6994,Sport,Lucas Mugni,64,gol normal
6994,Sport,Iago Maidana,12,Penalty
6994,Palmeiras,José Rafael Vivian,42,gol normal
6994,Palmeiras,Willian Gomes de Siqueira,29,gol normal
6995,Vasco,Germán Cano,71,gol normal
6995,Vasco,Ribamar,35,gol normal
6995,Botafogo-RJ,Matheus Babi,83,gol normal
6995,Vasco,Ygor Catatau,72,gol normal
6995,Botafogo-RJ,Matheus Babi,49,gol normal
6937,Corinthians,Carlos Gilberto do Nascimento Silva,61,gol normal
6937,Corinthians,Roni,34,gol normal
6937,Bahia,Saldanha,89,gol normal
6937,Corinthians,Rómulo Otero,17,gol normal
6937,Bahia,Nino Paraíba,36,gol normal
6938,Fortaleza,Felipe,66,gol normal
6939,Ceara,Vinícius,20,gol normal
6939,Bragantino,Léo Ortiz,4,gol normal
6939,Bragantino,Lucas Evangelista,63,gol normal
6939,Bragantino,Alerrandro Barra Mansa Realino de Souza,45,gol normal
6939,Ceara,Wescley,89,gol normal
6939,Bragantino,Bruno Tubarão,23,gol normal
6940,Atletico-MG,Keno,53,Penalty
6940,Atletico-GO,Gilvan,90,gol normal
6940,Atletico-MG,Nathan Allan de Souza,60,gol normal
6940,Atletico-GO,Gustavo Ferrareis,55,gol normal
6940,Atletico-MG,Keno,78,gol normal
6940,Atletico-GO,Oliveira,21,gol normal
6940,Atletico-MG,Keno,65,gol normal
6941,Gremio,Aldemir Ferreira,90,gol normal
6941,Palmeiras,Raphael Cavalcante Veiga,71,gol normal
6942,Coritiba,Robson Fernandes,90,Penalty
6944,Sport,Hernane Vidal de Souza,13,Penalty
6996,Sport,Iago Maidana,37,Penalty
6997,Athletico-PR,Christian Roberto Alves Cardoso,70,gol normal
6998,Sao Paulo,Luciano da Rocha Neves,25,gol normal
6998,Internacional,Thiago Galhardo,20,gol normal
6999,Gremio,Isaque Elias,55,gol normal
6999,Atletico-MG,Keno,66,gol normal
6999,Atletico-MG,Keno,51,gol normal
6999,Atletico-MG,Keno,11,gol normal
7000,Bragantino,Lucas Evangelista,51,gol normal
7000,Vasco,Vinícius Paiva,50,gol normal
7001,Flamengo,Pedro,56,gol normal
7001,Palmeiras,Patrick de Paula,54,gol normal
7003,Botafogo-RJ,Victor Luis,45,Penalty
7003,Atletico-GO,Hyuri,50,gol normal
7002,Goias,David Duarte,90,gol normal
7002,Goias,Rafael Moura,2,gol normal
7002,Ceara,Vinícius,73,gol normal
7002,Ceara,Charles Rigon Matos,53,gol normal
7004,Fortaleza,Gabriel Dias de Oliveira,47,gol normal
7004,Santos,Madson,41,gol normal
7005,Fluminense,Michel Araújo,8,gol normal
7005,Fluminense,Paulo Henrique Ganso,87,Penalty
7005,Fluminense,Nino,72,gol normal
7005,Fluminense,Wanderson Felipe Cardoso dos Santos,61,gol normal
6893,Botafogo-RJ,Pedro Raúl,90,gol normal
6893,Bahia,José Élber Pimentel da Silva,84,gol normal
6893,Bahia,Gilberto Oliveira Souza Junior,42,gol normal
7006,Internacional,Thiago Galhardo,75,Penalty
7006,Gremio,Pepê,53,gol normal
7007,Palmeiras,Raphael Cavalcante Veiga,10,gol normal
7007,Ceara,Eduardo Brock,18,gol normal
7007,Palmeiras,Willian Gomes de Siqueira,82,gol normal
7015,Vasco,Martín Benítez,9,gol normal
7015,Atletico-MG,Jefferson Savarino,18,gol normal
7015,Atletico-MG,Keno,37,Penalty
7015,Atletico-MG,Guilherme Arana,14,gol normal
7015,Atletico-MG,Cláudio Rodrigues Gomes,29,Penalty
7009,Botafogo-RJ,Caio Alexandre,73,gol normal
7009,Fluminense,Kevin Peterson dos Santos Silva,41,Gol Contra
7010,Coritiba,Robson Fernandes,6,gol normal
7010,Sao Paulo,Reinaldo Manoel da Silva,69,Penalty
7011,Athletico-PR,Renato Kayzer,67,gol normal
7011,Flamengo,Éverton Ribeiro,77,gol normal
7011,Flamengo,Bruno Henrique,59,Penalty
7011,Flamengo,Pedro,56,gol normal
7013,Goias,Vinícius Lopes,5,gol normal
7013,Santos,Jefferson,54,Gol Contra
7013,Santos,Mário Sérgio Santos Costa,19,Penalty
7013,Santos,Marcos Leonardo Santos Almeida,77,gol normal
7013,Goias,Victor Andrade,85,gol normal
7014,Sport,Marcão,54,gol normal
7014,Sport,Hernane Vidal de Souza,40,Penalty
7014,Bahia,Saldanha,77,gol normal
7016,Corinthians,Danilo Avelar,45,gol normal
7016,Santos,Madson,11,gol normal
7018,Bahia,Clayson Henrique da Silva Vieira,45,gol normal
7018,Bahia,Gilberto Oliveira Souza Junior,32,gol normal
7018,Bahia,Rossicley Pereira da Silva,10,gol normal
7017,Flamengo,Gustavo Henrique Vernes,55,gol normal
7017,Flamengo,Pedro,60,gol normal
7017,Flamengo,Pedro,51,gol normal
7019,Gremio,Luiz Fernando Moraes dos Santos,3,gol normal
7019,Coritiba,Nathan Silva,72,gol normal
7019,Gremio,David Braz,11,gol normal
7020,Sao Paulo,Brenner,71,gol normal
7020,Sao Paulo,Brenner,45,gol normal
7020,Sao Paulo,Gabriel Sara,65,gol normal
7021,Fluminense,Fred,52,gol normal
7021,Fluminense,Yago Rocha,40,gol normal
7021,Goias,Rafael Moura,67,Penalty
7021,Fluminense,Rodrigo Junior Paula Silva,76,gol normal
7021,Goias,Rafael Moura,22,gol normal
7021,Fluminense,Nenê,70,gol normal
7022,Botafogo-RJ,Caio Alexandre,50,gol normal
7022,Botafogo-RJ,Pedro Raúl,46,gol normal
7022,Palmeiras,Willian Gomes de Siqueira,77,gol normal
7023,Atletico-MG,Eduardo Sasha,42,gol normal
7023,Fortaleza,Bruno Ferreira Melo,85,gol normal
7023,Fortaleza,David Corrêa da Fonseca,37,gol normal
7025,Internacional,Thiago Galhardo,25,gol normal
7025,Internacional,Thiago Galhardo,17,gol normal
7026,Flamengo,Léo Pereira,48,gol normal
7026,Vasco,Talles Magno,9,gol normal
7026,Flamengo,Bruno Henrique,70,gol normal
7028,Sao Paulo,Reinaldo Manoel da Silva,56,Penalty
7028,Sao Paulo,Vitor Bueno,90,gol normal
7029,Atletico-MG,Marrony,90,gol normal
7029,Atletico-MG,Nathan Allan de Souza,45,gol normal
7029,Atletico-MG,Keno,42,Penalty
7030,Fluminense,Nenê,72,Penalty
7031,Santos,Mário Sérgio Santos Costa,79,Penalty
7031,Santos,Mário Sérgio Santos Costa,20,Penalty
7031,Gremio,Diego Souza,73,gol normal
7033,Bragantino,Claudinho,20,gol normal
7033,Atletico-GO,Matheus Cotulio Bossa,90,gol normal
7033,Atletico-GO,Janderson,28,gol normal
7032,Botafogo-RJ,Caio Alexandre,45,gol normal
7032,Botafogo-RJ,Keisuke Honda,29,gol normal
7032,Sport,Thiago Neves,56,gol normal
7034,Corinthians,Leonardo Natel,15,gol normal
7034,Ceara,Carlos Gilberto do Nascimento Silva,34,Gol Contra
7034,Ceara,Fernando Sobral,90,Penalty
7035,Athletico-PR,Renato Kayzer,42,gol normal
7035,Internacional,Abel Hernández,36,gol normal
7035,Internacional,Thiago Galhardo,7,gol normal
6945,Goias,Vinícius Lopes,13,gol normal
6945,Flamengo,Pedro,90,gol normal
6945,Flamengo,Pedro,39,gol normal
7036,Palmeiras,Gabriel Veron,38,gol normal
7036,Coritiba,Giovanni Augusto,65,gol normal
7036,Coritiba,Robson Fernandes,24,gol normal
7036,Coritiba,Robson Fernandes,8,gol normal
7037,Gremio,Diego Souza,34,gol normal
7037,Botafogo-RJ,Matheus Babi,41,gol normal
7037,Gremio,Pepê,66,gol normal
7037,Gremio,Pepê,48,gol normal
7038,Atletico-GO,Chico,68,gol normal
7039,Corinthians,Everaldo,90,gol normal
7040,Fluminense,Caio Paulista,20,gol normal
7040,Atletico-MG,Guilherme Arana,52,gol normal
7041,Internacional,Patrick,75,gol normal
7041,Sport,Marquinhos,43,gol normal
7041,Internacional,Patrick,34,gol normal
7041,Internacional,Yuri Alberto,81,gol normal
7041,Sport,Mikael,90,gol normal
7041,Internacional,Adryelson,40,Gol Contra
7041,Internacional,Rodrigo Moledo,53,gol normal
7041,Sport,Leandro Barcia Montero,56,gol normal
7042,Bragantino,Claudinho,46,gol normal
7042,Flamengo,Lincoln Corrêa dos Santos,70,gol normal
7043,Bahia,Fessin (futebolista),90,gol normal
7043,Goias,Vinícius Lopes,49,gol normal
7046,Athletico-PR,Léo Cittadini,61,gol normal
7046,Atletico-GO,Zé Roberto,45,gol normal
7047,Santos,Kaio Jorge,6,gol normal
7047,Coritiba,Giovanni Augusto,74,gol normal
7047,Santos,Yeferson Soteldo,27,Penalty
7048,Ceara,Vinícius,78,gol normal
7048,Ceara,Hudson,41,Gol Contra
7048,Fluminense,Danilo Barcelos,90,gol normal
7048,Fluminense,Luiz Henrique,13,gol normal
7050,Flamengo,Bruno Henrique,71,gol normal
7050,Corinthians,Carlos Gilberto do Nascimento Silva,64,gol normal
7050,Flamengo,Natan Bernardo de Souza,58,gol normal
7050,Flamengo,Victor Vinícius Coelho Santos,52,gol normal
7050,Flamengo,Diego Ribas,86,gol normal
7050,Flamengo,Éverton Ribeiro,32,gol normal
7051,Internacional,Thiago Galhardo,39,Penalty
7051,Internacional,Edenílson Andrade dos Santos,25,gol normal
7053,Fortaleza,David Corrêa da Fonseca,41,gol normal
7053,Fortaleza,David Corrêa da Fonseca,35,gol normal
7052,Bragantino,Claudinho,61,gol normal
7052,Bragantino,Ricardo Ryller,50,gol normal
7054,Bahia,Gilberto Oliveira Souza Junior,80,gol normal
7054,Bahia,Daniel Sampaio Simões,69,gol normal
7054,Atletico-MG,Jefferson Savarino,21,gol normal
7054,Bahia,Gilberto Oliveira Souza Junior,89,gol normal
7056,Corinthians,Gustavo Mantuan,23,gol normal
7056,Vasco,Ribamar,72,gol normal
7056,Corinthians,Everaldo,90,gol normal
7057,Bragantino,Claudinho,83,gol normal
7057,Bragantino,Ytalo José dos Santos,45,gol normal
7058,Ceara,Vinícius,8,gol normal
7058,Coritiba,Rodrigo Muniz,2,gol normal
7058,Ceara,Carlos Eduardo Santos Oliveira,52,gol normal
7060,Palmeiras,Luiz Adriano,55,gol normal
7060,Palmeiras,Wesley Ribeiro Silva,20,gol normal
7060,Palmeiras,Luiz Adriano,64,gol normal
7061,Fluminense,Marcos Paulo Costa do Nascimento,90,gol normal
7061,Fluminense,Nino,56,gol normal
7061,Fluminense,Luccas Claro,29,gol normal
7061,Santos,Mário Sérgio Santos Costa,36,gol normal
7062,Gremio,Thiago Heleno,55,Gol Contra
7062,Gremio,Aldemir Ferreira,88,gol normal
7062,Athletico-PR,Carlos Eduardo Ferreira de Souza,44,gol normal
7063,Internacional,Abel Hernández,7,gol normal
7063,Flamengo,Éverton Ribeiro,90,gol normal
7063,Flamengo,Pedro,11,gol normal
7063,Internacional,Thiago Galhardo,25,gol normal
7066,Ceara,Leandro Carvalho,51,gol normal
7066,Ceara,Cléber,23,gol normal
7066,Botafogo-RJ,Keisuke Honda,16,Penalty
7066,Botafogo-RJ,Matheus Babi,28,gol normal
7067,Coritiba,Matheus Galdezani,8,gol normal
7068,Corinthians,Matheus Alvarenga de Oliveira,33,gol normal
7069,Fluminense,Wellington Alves da Silva,75,gol normal
7070,Sao Paulo,Danilo Neves,17,gol normal
7070,Flamengo,Pedro,6,gol normal
7070,Sao Paulo,Reinaldo Manoel da Silva,59,Penalty
7070,Sao Paulo,Luciano da Rocha Neves,82,gol normal
7070,Sao Paulo,Brenner,45,gol normal
7071,Sport,Thiago Neves,53,gol normal
7072,Santos,Madson,9,gol normal
7072,Bahia,Daniel Sampaio Simões,28,gol normal
7072,Santos,Jobson Souza Santos,37,gol normal
7072,Santos,Mário Sérgio Santos Costa,26,gol normal
7073,Goias,Shaylon,57,gol normal
7073,Vasco,Léo Matos,17,gol normal
7074,Palmeiras,Wesley Ribeiro Silva,77,gol normal
7074,Palmeiras,Rony,70,gol normal
7074,Palmeiras,Raphael Cavalcante Veiga,19,gol normal
7075,Bragantino,Jan Hurtado,77,gol normal
7075,Gremio,Luis Manuel Orejuela,72,gol normal
7075,Gremio,David Braz,68,gol normal
7076,Athletico-PR,Carlos Eduardo Ferreira de Souza,62,gol normal
7076,Fortaleza,Bérgson Gustavo Silveira da Silva,18,gol normal
7076,Athletico-PR,Renato Kayzer,90,gol normal
7077,Sao Paulo,Igor Gomes,79,gol normal
7077,Sao Paulo,Brenner,24,gol normal
7077,Goias,José Fernando Viana de Santana,19,gol normal
7078,Corinthians,Fábio Santos,57,Penalty
7078,Atletico-GO,Oliveira,42,gol normal
7080,Internacional,Yuri Alberto,33,gol normal
7080,Coritiba,Sabino,74,gol normal
7080,Coritiba,Giovanni Augusto,48,gol normal
7080,Internacional,Gustavo Nonato Santana,59,gol normal
7079,Palmeiras,Luiz Adriano,73,gol normal
7082,Atletico-MG,Matías Zaracho,82,gol normal
7082,Atletico-MG,Eduardo Sasha,59,gol normal
7082,Atletico-MG,Gustavo Henrique Vernes,4,Gol Contra
7082,Atletico-MG,Keno,8,gol normal
7083,Bahia,Rodrigo Eduardo Costa Marinho,90,Penalty
7081,Bragantino,Léo Ortiz,90,gol normal
7081,Santos,Léo Ortiz,64,Gol Contra
7084,Gremio,Pepê,28,gol normal
7064,Bahia,José Carlos Ferreira Júnior,24,gol normal
7064,Bahia,Gilberto Oliveira Souza Junior,71,Penalty
7064,Fortaleza,Bérgson Gustavo Silveira da Silva,65,gol normal
7086,Vasco,Germán Cano,52,gol normal
7086,Vasco,Germán Cano,25,gol normal
7087,Santos,Kaio Jorge,68,gol normal
7087,Santos,Ivonei,59,gol normal
7088,Athletico-PR,Renato Kayzer,20,gol normal
7090,Sao Paulo,Luciano da Rocha Neves,61,gol normal
7090,Sao Paulo,Gabriel Sara,40,gol normal
7090,Fortaleza,Wellington Paulista,74,gol normal
7090,Sao Paulo,Luciano da Rocha Neves,81,gol normal
7090,Fortaleza,David Corrêa da Fonseca,11,gol normal
7091,Gremio,Diego Souza,40,gol normal
7091,Ceara,Tiago Pagnussat,90,gol normal
7091,Gremio,Pepê,33,gol normal
7091,Ceara,Kelvyn,37,gol normal
7091,Gremio,Jean Pyerre,20,gol normal
7091,Gremio,Diego Churín,70,gol normal
7089,Atletico-MG,Marrony,83,gol normal
7089,Atletico-MG,Guilherme Arana,61,gol normal
7089,Corinthians,Matheus Alvarenga de Oliveira,6,gol normal
7092,Palmeiras,Raphael Cavalcante Veiga,60,gol normal
7092,Palmeiras,Raphael Cavalcante Veiga,52,Penalty
7093,Atletico-GO,Zé Roberto,59,gol normal
7093,Flamengo,Bruno Henrique,45,gol normal
7094,Bahia,José Élber Pimentel da Silva,36,gol normal
7094,Coritiba,Giovanni Augusto,3,gol normal
7094,Bahia,José Carlos Cracco Neto,72,gol normal
7095,Bragantino,Ytalo José dos Santos,45,gol normal
7095,Bragantino,Claudinho,86,Penalty
7095,Botafogo-RJ,Matheus Babi,44,gol normal
6954,Athletico-PR,Nikão,45,gol normal
6954,Athletico-PR,Christian Roberto Alves Cardoso,35,gol normal
7096,Bragantino,Claudinho,4,gol normal
7096,Bragantino,Hélio Junio Nunes de Castro,51,gol normal
7096,Bragantino,Ytalo José dos Santos,21,gol normal
7096,Bragantino,Claudinho,11,gol normal
7097,Athletico-PR,Thiago Heleno,76,gol normal
7098,Coritiba,Mattheus Oliveira,90,gol normal
7098,Flamengo,Renê Rodrigues Martins,76,gol normal
7098,Flamengo,Giorgian De Arrascaeta,27,gol normal
7098,Flamengo,Bruno Henrique,3,gol normal
7099,Goias,Miguel Figueira,90,gol normal
7101,Ceara,Lima,48,gol normal
7101,Atletico-MG,Keno,74,Penalty
7101,Atletico-MG,Eduardo Sasha,29,gol normal
7101,Ceara,Felipe Vizeu,56,gol normal
7100,Vasco,Germán Cano,19,gol normal
7100,Sao Paulo,Luciano da Rocha Neves,33,gol normal
7102,Fluminense,Lucca Borges de Brito,57,gol normal
7102,Internacional,Maurício,15,gol normal
7102,Fluminense,Caio Paulista,81,gol normal
7103,Fortaleza,David Corrêa da Fonseca,79,gol normal
7103,Fortaleza,Bérgson Gustavo Silveira da Silva,61,gol normal
7103,Botafogo-RJ,Warley,81,gol normal
7105,Atletico-GO,Janderson,61,gol normal
7045,Sao Paulo,Diego Costa,11,gol normal
7045,Ceara,Léo Chú,47,gol normal
7106,Botafogo-RJ,Marcelo da Conceição Benevenuto Malaquias,53,gol normal
7106,Atletico-MG,Eduardo Sasha,50,gol normal
7106,Atletico-MG,Jefferson Savarino,17,gol normal
7107,Corinthians,Fábio Santos,21,Penalty
7108,Goias,José Fernando Viana de Santana,24,gol normal
7108,Fortaleza,Wellington Paulista,61,gol normal
7110,Santos,Bruno Henrique Marques Torres,71,gol normal
7110,Santos,Yeferson Soteldo,82,Penalty
7110,Santos,Lucas Braga Ribeiro,11,gol normal
7110,Santos,Mário Sérgio Santos Costa,7,Penalty
7110,Sport,Leandro Barcia Montero,45,gol normal
7110,Sport,Marquinhos,28,gol normal
7109,Palmeiras,Rony,36,gol normal
7109,Palmeiras,Patrick de Paula,8,gol normal
7109,Palmeiras,Rony,50,gol normal
7111,Sao Paulo,Luciano da Rocha Neves,52,gol normal
7111,Bahia,Clayson Henrique da Silva Vieira,81,gol normal
7111,Sao Paulo,Robert Arboleda,66,gol normal
7111,Sao Paulo,Luciano da Rocha Neves,74,gol normal
6955,Gremio,Maicon,65,gol normal
6955,Gremio,Jean Pyerre,19,gol normal
6955,Goias,João Marcos Lima Candido,70,gol normal
7113,Vasco,Ribamar,65,Penalty
7113,Ceara,Cléber,26,gol normal
7113,Ceara,Pedro Henrique Naressi Machado,4,gol normal
7113,Ceara,Vinícius,90,Penalty
7113,Ceara,Saulo Mineiro,79,gol normal
6894,Sao Paulo,Brenner,49,gol normal
6894,Sao Paulo,Igor Gomes,19,gol normal
6894,Sao Paulo,Hernanes,83,gol normal
7118,Flamengo,Éverton Ribeiro,55,gol normal
7117,Santos,Diego Pituca,38,gol normal
7117,Palmeiras,Raphael Cavalcante Veiga,55,Penalty
7117,Palmeiras,Willian Gomes de Siqueira,63,gol normal
7117,Santos,Mário Sérgio Santos Costa,71,gol normal
7119,Fluminense,Nenê,26,gol normal
7119,Athletico-PR,Léo Cittadini,10,gol normal
7119,Fluminense,Marcos Paulo Costa do Nascimento,75,gol normal
7119,Fluminense,Marcos Paulo Costa do Nascimento,73,gol normal
7120,Ceara,Vinícius,82,gol normal
7120,Ceara,Saulo Mineiro,90,gol normal
7122,Sao Paulo,Luciano da Rocha Neves,14,gol normal
7123,Gremio,Diego Souza,53,gol normal
7123,Gremio,Lucas Silva Borges,90,Penalty
7123,Gremio,Diego Souza,41,gol normal
7123,Gremio,César Pinares,55,gol normal
7124,Internacional,João Peglow,88,gol normal
7124,Atletico-MG,Damián Musto,11,Gol Contra
7124,Internacional,Yuri Alberto,9,gol normal
7124,Atletico-MG,Hyoran,61,gol normal
7125,Goias,Rafael Moura,26,gol normal
7065,Sao Paulo,Hernanes,90,gol normal
7065,Sao Paulo,Brenner,27,gol normal
7065,Sao Paulo,Brenner,10,gol normal
7065,Sao Paulo,Reinaldo Manoel da Silva,45,Penalty
7126,Atletico-MG,Eduardo Vargas,44,gol normal
7127,Fortaleza,Paulo Roberto Valoura Junior,45,Penalty
7127,Bragantino,Thonny Anderson,88,gol normal
7127,Bragantino,Luan Cândido,13,gol normal
7128,Botafogo-RJ,Pedro Raúl,28,gol normal
7128,Internacional,Yuri Alberto,67,gol normal
7128,Internacional,Patrick,36,gol normal
7129,Palmeiras,Willian Gomes de Siqueira,6,gol normal
7129,Palmeiras,Raphael Cavalcante Veiga,36,Penalty
7129,Palmeiras,Rony,43,gol normal
7131,Atletico-GO,Roberson,90,gol normal
7131,Atletico-GO,Jean Paulo Fernandes Filho,78,Penalty
7131,Ceara,Léo Chú,60,gol normal
7132,Flamengo,Gabriel Barbosa,71,Penalty
7132,Flamengo,Gerson Santos da Silva,42,gol normal
7132,Flamengo,Gabriel Barbosa,50,Penalty
7132,Santos,Bruno Henrique Marques Torres,75,gol normal
7132,Flamengo,Filipe Luís,58,gol normal
7133,Corinthians,Rómulo Otero,25,gol normal
7134,Sport,Thiago Neves,38,gol normal
7135,Fluminense,Wellington Alves da Silva,10,gol normal
7135,Vasco,Germán Cano,90,gol normal
7136,Sao Paulo,Gabriel Sara,83,gol normal
7136,Sao Paulo,Igor Gomes,25,gol normal
7136,Sao Paulo,Jonas Toró,90,gol normal
7137,Fluminense,Wanderson Felipe Cardoso dos Santos,90,gol normal
7137,Atletico-GO,Wellington Soares da Silva,43,gol normal
7137,Atletico-GO,Jean Paulo Fernandes Filho,87,Penalty
7138,Sport,Dalberto,9,gol normal
7138,Gremio,Pepê,73,Penalty
7139,Internacional,Yuri Alberto,83,gol normal
7139,Internacional,Edenílson Andrade dos Santos,11,gol normal
7140,Botafogo-RJ,Pedro Raúl,75,gol normal
7140,Botafogo-RJ,Pedro Raúl,82,Penalty
7140,Coritiba,Neilton Mestzk,27,gol normal
7142,Vasco,Carlinhos,9,gol normal
7141,Athletico-PR,Renato Kayzer,26,gol normal
7143,Bahia,Gilberto Oliveira Souza Junior,56,gol normal
7143,Flamengo,Mauricio Isla,33,gol normal
7143,Bahia,Juan Pablo Ramírez Velásquez,50,gol normal
7143,Flamengo,Bruno Henrique,5,gol normal
7143,Flamengo,Victor Vinícius Coelho Santos,90,gol normal
7143,Bahia,Gilberto Oliveira Souza Junior,59,gol normal
7143,Flamengo,Pedro,82,gol normal
7144,Ceara,Cléber,54,gol normal
7144,Ceara,Lima,47,gol normal
7145,Corinthians,Gustavo Mosquito,14,gol normal
7145,Goias,José Fernando Viana de Santana,3,gol normal
7145,Corinthians,Jô,51,gol normal
7146,Atletico-MG,Eduardo Sasha,83,gol normal
7146,Atletico-MG,Hyoran,66,gol normal
7147,Goias,José Fernando Viana de Santana,5,gol normal
7149,Sao Paulo,Brenner,72,gol normal
7149,Sao Paulo,Brenner,15,gol normal
7149,Fluminense,Fred,52,gol normal
7150,Corinthians,Mateus Vital,90,gol normal
7150,Corinthians,Juan Cazares,34,gol normal
7151,Internacional,Thiago Galhardo,48,Penalty
7151,Internacional,Rodrigo Dourado,45,gol normal
7151,Bahia,Juan Pablo Ramírez Velásquez,69,gol normal
7152,Athletico-PR,Carlos Eduardo Ferreira de Souza,61,gol normal
7152,Athletico-PR,Carlos Eduardo Ferreira de Souza,38,gol normal
7152,Athletico-PR,Nikão,10,gol normal
7153,Palmeiras,Luiz Adriano,28,gol normal
7154,Ceara,Samuel Xavier,37,gol normal
7154,Santos,Mário Sérgio Santos Costa,11,gol normal
7155,Gremio,Dudu,44,Gol Contra
7155,Atletico-GO,Gustavo Ferrareis,57,gol normal
7155,Gremio,Diego Churín,62,gol normal
7156,Bahia,Anderson Martins,47,gol normal
7156,Gremio,Diego Souza,54,gol normal
7156,Gremio,Vanderson de Oliveira Campos,16,gol normal
7157,Athletico-PR,Renato Kayzer,31,gol normal
7157,Athletico-PR,Léo Cittadini,48,gol normal
7159,Sport,Thiago Neves,10,gol normal
7158,Goias,Rafael Moura,30,gol normal
7158,Goias,Fábio Sanches,21,gol normal
7158,Coritiba,Robson Fernandes,59,gol normal
7160,Fluminense,Yago Rocha,90,gol normal
7160,Fluminense,Luccas Claro,55,gol normal
7160,Flamengo,Giorgian De Arrascaeta,40,gol normal
7161,Bragantino,Artur Victor Guimarães,45,gol normal
7161,Bragantino,Fabrício Bruno,18,gol normal
7161,Sao Paulo,Gonzalo Carneiro,90,gol normal
7161,Bragantino,Raul,14,gol normal
7161,Sao Paulo,Danilo Neves,16,gol normal
7161,Bragantino,Claudinho,4,gol normal
7162,Internacional,Yuri Alberto,77,gol normal
7162,Internacional,Caio Vidal,53,gol normal
7166,Palmeiras,Willian Gomes de Siqueira,27,gol normal
7169,Santos,Jobson Souza Santos,46,gol normal
7170,Ceara,Kelvyn,90,gol normal
7170,Ceara,Vinícius,13,gol normal
7171,Bahia,Gabriel Novaes,75,gol normal
7171,Atletico-GO,Matheus,7,gol normal
7172,Internacional,Bruno Praxedes,43,gol normal
7173,Vasco,Andrey,77,gol normal
7173,Vasco,Talles Magno,22,gol normal
7173,Vasco,Yago Pikachu,90,Penalty
7174,Bragantino,Ricardo Ryller,45,gol normal
7174,Atletico-MG,Jefferson Savarino,55,gol normal
7174,Atletico-MG,Hyoran,90,Penalty
7174,Bragantino,Edimar Fraga,67,gol normal
7175,Corinthians,Juan Cazares,56,gol normal
7175,Corinthians,Luan Guilherme de Jesus Vieira,90,gol normal
7175,Corinthians,Jô,25,gol normal
7175,Corinthians,Mateus Vital,67,gol normal
7175,Corinthians,Fagner,62,gol normal
7176,Palmeiras,Raphael Cavalcante Veiga,33,gol normal
7176,Gremio,Diego Souza,88,gol normal
7177,Fluminense,Patric Cabral Lalau,49,Gol Contra
7178,Coritiba,Hugo Moura,44,gol normal
7179,Sao Paulo,Danilo Neves,61,gol normal
7179,Athletico-PR,Renato Kayzer,39,gol normal
